夏园	xia'yuan
逸景西路总站	yi'jing'xi'lu'zong'zhan
逸景路口	yi'jing'lu'kou
江贝村运动场	jiang'bei'cun'yun'dong'chang
江贝村	jiang'bei'cun
艺苑南路	yi'yuan'nan'lu
艺苑南路口	yi'yuan'nan'lu'kou
碧映路东	bi'ying'lu'dong
碧映路西	bi'ying'lu'xi
赤岗西	chi'gang'xi
乐敦路口	le'dun'lu'kou
珠江花城总站	zhu'jiang'hua'cheng'zong'zhan
后滘西大街	hou'jiao'xi'da'jie
森语大街路口	sen'yu'da'jie'lu'kou
后滘村口	hou'jiao'cun'kou
上涌果树公园南门	shang'yong'guo'shu'gong'yuan'nan'men
南洲北	nan'zhou'bei
地铁东晓南站	di'tie'dong'xiao'nan'zhan
赤沙路	chi'sha'lu
赤沙茅园岗大街	chi'sha'mao'yuan'gang'da'jie
石伦里	shi'lun'li
广东财经大学北门	guang'dong'cai'jing'da'xue'bei'men
南丰汇总站	nan'feng'hui'zong'zhan
海琴湾总站	hai'qin'wan'zong'zhan
新市头路	xin'shi'tou'lu
新市头路南	xin'shi'tou'lu'nan
金属冶炼厂	jin'shu'ye'lian'chang
小洲南路	xiao'zhou'nan'lu
海珠湿地公园南门	hai'zhu'shi'di'gong'yuan'nan'men
新滘西路西	xin'jiao'xi'lu'xi
沙溪村口	sha'xi'cun'kou
泰宁大街	tai'ning'da'jie
地铁江泰路站总站	di'tie'jiang'tai'lu'zhan'zong'zhan
机场立交总站	ji'chang'li'jiao'zong'zhan
东风大酒店	dong'feng'da'jiu'dian
梓元岗路中	zi'yuan'gang'lu'zhong
祥元路	xiang'yuan'lu
地铁三元里站	di'tie'san'yuan'li'zhan
草庄村	cao'zhuang'cun
草庄东路口	cao'zhuang'dong'lu'kou
草庄南路	cao'zhuang'nan'lu
细沥村	xi'li'cun
玉虚宫	yu'xu'gong
大沥村	da'li'cun
田心村口	tian'xin'cun'kou
地铁太和站	di'tie'tai'he'zhan
丰泰小区路口	feng'tai'xiao'qu'lu'kou
石湖村东	shi'hu'cun'dong
朝亮南路	chao'liang'nan'lu
石湖村	shi'hu'cun
石湖镇东路总站	shi'hu'zhen'dong'lu'zong'zhan
太营路口	tai'ying'lu'kou
神山	shen'shan
神山商贸城	shen'shan'shang'mao'cheng
大岭南路	da'ling'nan'lu
松园社	song'yuan'she
东昌社	dong'chang'she
大岭村总站	da'ling'cun'zong'zhan
乌溪村总站	wu'xi'cun'zong'zhan
乌溪路	wu'xi'lu
地铁竹料站	di'tie'zhu'liao'zhan
良田路口	liang'tian'lu'kou
竹料大道	zhu'liao'da'dao
红旗路南	hong'qi'lu'nan
红旗路	hong'qi'lu
红旗路北	hong'qi'lu'bei
红旗中心	hong'qi'zhong'xin
红旗童庄中心街路口	hong'qi'tong'zhuang'zhong'xin'jie'lu'kou
寮采路	liao'cai'lu
寮竹	liao'zhu
寮采南路口	liao'cai'nan'lu'kou
寮采中路口	liao'cai'zhong'lu'kou
花田路口	hua'tian'lu'kou
北向庄	bei'xiang'zhuang
寮采北路	liao'cai'bei'lu
寮采总站	liao'cai'zong'zhan
江高总站	jiang'gao'zong'zhan
凤翔北路	feng'xiang'bei'lu
田南路	tian'nan'lu
白云学院	bai'yun'xue'yuan
秋鹿路	qiu'lu'lu
金沙南路	jin'sha'nan'lu
刘家沙	liu'jia'sha
江同路	jiang'tong'lu
南方医院江高院区	nan'fang'yi'yuan'jiang'gao'yuan'qu
夏花三路	xia'hua'san'lu
泉溪	quan'xi
塘贝	tang'bei
水沥	shui'li
双岗村	shuang'gang'cun
双岗向南庄	shuang'gang'xiang'nan'zhuang
新楼村	xin'lou'cun
江高长兴路口	jiang'gao'chang'xing'lu'kou
长岗村总站	zhang'gang'cun'zong'zhan
岗贝路	gang'bei'lu
乐嘉路中	le'jia'lu'zhong
乐嘉路西	le'jia'lu'xi
地铁三元里站	di'tie'san'yuan'li'zhan
地铁三元里站	di'tie'san'yuan'li'zhan
乐陶街口	le'tao'jie'kou
凤鸣路	feng'ming'lu
庆槎路	qing'cha'lu
兴隆中路	xing'long'zhong'lu
亭石南路口	ting'shi'nan'lu'kou
亭石南路南	ting'shi'nan'lu'nan
石门街	shi'men'jie
亭石南路中	ting'shi'nan'lu'zhong
亭石南路	ting'shi'nan'lu
亭石南路北	ting'shi'nan'lu'bei
杨梅岗	yang'mei'gang
石井朝阳村	shi'jing'zhao'yang'cun
滘心大道	jiao'xin'da'dao
亭石北路口	ting'shi'bei'lu'kou
西洲北路尾总站	xi'zhou'bei'lu'wei'zong'zhan
机电技工学校	ji'dian'ji'gong'xue'xiao
邮政物流中心	you'zheng'wu'liu'zhong'xin
华海街口	hua'hai'jie'kou
西洲北路	xi'zhou'bei'lu
德棠路	de'tang'lu
兴龙一新村	xing'long'yi'xin'cun
藤业路	teng'ye'lu
沙凤一路西	sha'feng'yi'lu'xi
沙凤一路中	sha'feng'yi'lu'zhong
高桥大街口	gao'qiao'da'jie'kou
高桥大街	gao'qiao'da'jie
富园路	fu'yuan'lu
彭城东路	peng'cheng'dong'lu
环洲二路北	huan'zhou'er'lu'bei
景泰直街	jing'tai'zhi'jie
白兰花园	bai'lan'hua'yuan
云龙路口	yun'long'lu'kou
民航子弟学校	min'hang'zi'di'xue'xiao
云城东路	yun'cheng'dong'lu
地铁飞翔公园站	di'tie'fei'xiang'gong'yuan'zhan
云城南二路	yun'cheng'nan'er'lu
北站	bei'zhan
北站路	bei'zhan'lu
华泉社区	hua'quan'she'qu
北站社区	bei'zhan'she'qu
明泉街	ming'quan'jie
村前大街	cun'qian'da'jie
莲涌街	lian'yong'jie
前进北街	qian'jin'bei'jie
瑶池西街口	yao'chi'xi'jie'kou
前进大街口	qian'jin'da'jie'kou
向阳大街口	xiang'yang'da'jie'kou
瑶台西街	yao'tai'xi'jie
王圣堂牌坊	wang'sheng'tang'pai'fang
矿泉街道办	kuang'quan'jie'dao'ban
广州大学总站	guang'zhou'da'xue'zong'zhan
飞鹅路	fei'e'lu
政民路	zheng'min'lu
政通路	zheng'tong'lu
太和岗路	tai'he'gang'lu
太和岗路口	tai'he'gang'lu'kou
淘金东路	tao'jin'dong'lu
淘金路	tao'jin'lu
淘金路口	tao'jin'lu'kou
广州血液中心	guang'zhou'xue'ye'zhong'xin
淘金街	tao'jin'jie
淘金北路	tao'jin'bei'lu
黄华路口	huang'hua'lu'kou
黄华路	huang'hua'lu
北较场路	bei'jiao'chang'lu
北较场横路	bei'jiao'chang'heng'lu
建设横马路	jian'she'heng'ma'lu
西胜街总站	xi'sheng'jie'zong'zhan
西胜街	xi'sheng'jie
三山科创中心总站	san'shan'ke'chuang'zhong'xin'zong'zhan
长江路东	chang'jiang'lu'dong
科丰路	ke'feng'lu
创智路	chuang'zhi'lu
三山大道东	san'shan'da'dao'dong
广雅路	guang'ya'lu
西村	xi'cun
东漖教师新村	dong'jiao'jiao'shi'xin'cun
花地湾地铁站	hua'di'wan'di'tie'zhan
逸景路西	yi'jing'lu'xi
江南西路	jiang'nan'xi'lu
悦景路西	yue'jing'lu'xi
玉树新村社区	yu'shu'xin'cun'she'qu
渔中路	yu'zhong'lu
柯木塱西路	ke'mu'lang'xi'lu
柯木塱大坪街	ke'mu'lang'da'ping'jie
凤凰中学	feng'huang'zhong'xue
元新街	yuan'xin'jie
思成路北	si'cheng'lu'bei
天顺路	tian'shun'lu
地铁天河智慧城站	di'tie'tian'he'zhi'hui'cheng'zhan
地铁龙洞站总站	di'tie'long'dong'zhan'zong'zhan
菠萝山	bo'luo'shan
水口村	shui'kou'cun
黄屋村	huang'wu'cun
渔沙坦总站	yu'sha'tan'zong'zhan
龙洞牌坊	long'dong'pai'fang
渔兴东路	yu'xing'dong'lu
凤凰街文化站	feng'huang'jie'wen'hua'zhan
高普路北	gao'pu'lu'bei
高普路高科路口	gao'pu'lu'gao'ke'lu'kou
高普路中	gao'pu'lu'zhong
光宝路	guang'bao'lu
创新路南	chuang'xin'lu'nan
地铁车陂南站总站	di'tie'che'bei'nan'zhan'zong'zhan
沐陂村	mu'bei'cun
沐陂村口	mu'bei'cun'kou
沐陂南路口	mu'bei'nan'lu'kou
沐陂路	mu'bei'lu
科韵路总站	ke'yun'lu'zong'zhan
柯木塱南路北	ke'mu'lang'nan'lu'bei
柯木塱南路	ke'mu'lang'nan'lu
柯木塱南路南	ke'mu'lang'nan'lu'nan
高唐路中	gao'tang'lu'zhong
地铁天河智慧城站	di'tie'tian'he'zhi'hui'cheng'zhan
黄村总站	huang'cun'zong'zhan
渔沙坦总站	yu'sha'tan'zong'zhan
梅园路总站	mei'yuan'lu'zong'zhan
梅园路西	mei'yuan'lu'xi
梅园路中	mei'yuan'lu'zhong
梅园路东	mei'yuan'lu'dong
地铁梅花园站	di'tie'mei'hua'yuan'zhan
怡新路	yi'xin'lu
怡新路口	yi'xin'lu'kou
元岗横路中	yuan'gang'heng'lu'zhong
华成路总站	hua'cheng'lu'zong'zhan
广州国际金融中心	guang'zhou'guo'ji'jin'rong'zhong'xin
骏逸苑	jun'yi'yuan
跑马地花园	pao'ma'di'hua'yuan
花城大道	hua'cheng'da'dao
珠江公园北门	zhu'jiang'gong'yuan'bei'men
珠江西路北	zhu'jiang'xi'lu'bei
珠江西路中	zhu'jiang'xi'lu'zhong
太和中学	tai'he'zhong'xue
良种猪场	liang'zhong'zhu'chang
森林公园路口	sen'lin'gong'yuan'lu'kou
金盆村委	jin'pen'cun'wei
光明村	guang'ming'cun
陈洞村	chen'dong'cun
良田一小	liang'tian'yi'xiao
华坑村	hua'keng'cun
沙田村总站	sha'tian'cun'zong'zhan
科韵立交西	ke'yun'li'jiao'xi
员村西街中	yuan'cun'xi'jie'zhong
黄庄	huang'zhuang
沙太货运站	sha'tai'huo'yun'zhan
太和路口	tai'he'lu'kou
建业北路西	jian'ye'bei'lu'xi
沙亭南路	sha'ting'nan'lu
太和总站	tai'he'zong'zhan
天泰二路	tian'tai'er'lu
车陂西路	che'bei'xi'lu
江高南岗村总站	jiang'gao'nan'gang'cun'zong'zhan
南贤路口	nan'xian'lu'kou
凤翔中路	feng'xiang'zhong'lu
江高路口	jiang'gao'lu'kou
江高	jiang'gao
大松岗	da'song'gang
江人路	jiang'ren'lu
江丰路口	jiang'feng'lu'kou
江村大桥北	jiang'cun'da'qiao'bei
江村大桥南	jiang'cun'da'qiao'nan
桃源	tao'yuan
大布路口	da'bu'lu'kou
均禾大道中	jun'he'da'dao'zhong
新科	xin'ke
望岗大道	wang'gang'da'dao
地铁嘉禾望岗站总站	di'tie'jia'he'wang'gang'zhan'zong'zhan
长红	chang'hong
竹仔园	zhu'zi'yuan
北村	bei'cun
柏塘	bai'tang
蒲鱼庄	pu'yu'zhuang
白米布	bai'mi'bu
秀水塘	xiu'shui'tang
鹤亭	he'ting
人和车站	ren'he'che'zhan
人和墟总站	ren'he'xu'zong'zhan
人和墟	ren'he'xu
人和华侨医院	ren'he'hua'qiao'yi'yuan
凤和庄	feng'he'zhuang
和瑞路口	he'rui'lu'kou
和福路	he'fu'lu
和瑞路总站	he'rui'lu'zong'zhan
太成村	tai'cheng'cun
云埔四路	yun'bu'si'lu
摇田河大街	yao'tian'he'da'jie
新业路	xin'ye'lu
新业路中	xin'ye'lu'zhong
石井总站	shi'jing'zong'zhan
石溪	shi'xi
郭塘路口	guo'tang'lu'kou
郭塘货场	guo'tang'huo'chang
郭塘	guo'tang
大岭路口	da'ling'lu'kou
神山大道西	shen'shan'da'dao'xi
江村墟	jiang'cun'xu
大朗总站	da'lang'zong'zhan
大朗火车站	da'lang'huo'che'zhan
大朗市场	da'lang'shi'chang
大朗中学	da'lang'zhong'xue
陆祖庙	lu'zu'miao
大朗中路	da'lang'zhong'lu
江高小塘	jiang'gao'xiao'tang
高塘市场	gao'tang'shi'chang
江高小塘	jiang'gao'xiao'tang
江高总站	jiang'gao'zong'zhan
长红村总站	chang'hong'cun'zong'zhan
芳村葵蓬总站	fang'cun'kui'peng'zong'zhan
嵘都花园	rong'dou'hua'yuan
葵蓬西滘村	kui'peng'xi'jiao'cun
海中高得	hai'zhong'gao'de
沙尾水闸	sha'wei'shui'zha
沙尾桥底	sha'wei'qiao'di
机电技工学校	ji'dian'ji'gong'xue'xiao
长红村总站	chang'hong'cun'zong'zhan
广从路	guang'cong'lu
石湖村口	shi'hu'cun'kou
营溪村	ying'xi'cun
广和庄	guang'he'zhuang
太营路	tai'ying'lu
太和总站	tai'he'zong'zhan
沙涌南总站	sha'yong'nan'zong'zhan
瑶华街	yao'hua'jie
石岗路口	shi'gang'lu'kou
石岗路	shi'gang'lu
石岗路总站	shi'gang'lu'zong'zhan
上下九步行街	shang'xia'jiu'bu'xing'jie
文昌南路	wen'chang'nan'lu
开萝大道西	kai'luo'da'dao'xi
嘉禾望岗公交枢纽站	jia'he'wang'gang'gong'jiao'shu'niu'zhan
空港大道	kong'gang'da'dao
空港大道中	kong'gang'da'dao'zhong
地铁江夏站	di'tie'jiang'xia'zhan
江夏东二路北	jiang'xia'dong'er'lu'bei
员村	yuan'cun
旭日雅苑	xu'ri'ya'yuan
汇景新城东总站	hui'jing'xin'cheng'dong'zong'zhan
石井总站	shi'jing'zong'zhan
庆丰纺织一路	qing'feng'fang'zhi'yi'lu
广州体育馆总站	guang'zhou'ti'yu'guan'zong'zhan
金信路口	jin'xin'lu'kou
南洲花园	nan'zhou'hua'yuan
陵园西路	ling'yuan'xi'lu
执信南路	zhi'xin'nan'lu
奥体南路总站	ao'ti'nan'lu'zong'zhan
珠村七夕广场	zhu'cun'qi'xi'guang'chang
珠吉街	zhu'ji'jie
东圃珠村总站	dong'pu'zhu'cun'zong'zhan
新市云霄楼	xin'shi'yun'xiao'lou
齐富路	qi'fu'lu
广州大道北总站	guang'zhou'da'dao'bei'zong'zhan
龙怡路	long'yi'lu
香江野生动物世界总站	xiang'jiang'ye'sheng'dong'wu'shi'jie'zong'zhan
太和总站	tai'he'zong'zhan
科技服务中心	ke'ji'fu'wu'zhong'xin
863中心	863'zhong'xin
白云货运站	bai'yun'huo'yun'zhan
增埗桥总站	zeng'bu'qiao'zong'zhan
联和墟	lian'he'xu
黄埔村	huang'pu'cun
大学城总站	da'xue'cheng'zong'zhan
大丰街	da'feng'jie
黄麻村口	huang'ma'cun'kou
黄麻小学	huang'ma'xiao'xue
黄麻社区居委会	huang'ma'she'qu'ju'wei'hui
黄麻村经济合作社	huang'ma'cun'jing'ji'he'zuo'she
黄麻路	huang'ma'lu
八哥村	ba'ge'cun
峨山社总站	e'shan'she'zong'zhan
华兴综合市场	hua'xing'zong'he'shi'chang
长岗村委	zhang'gang'cun'wei
长岗小学	zhang'gang'xiao'xue
岗丰村	gang'feng'cun
永和中队	yong'he'zhong'dui
永和医院	yong'he'yi'yuan
地铁香雪站总站	di'tie'xiang'xue'zhan'zong'zhan
开发区总站	kai'fa'qu'zong'zhan
凤凰城路口	feng'huang'cheng'lu'kou
凯旋门	kai'xuan'men
新塘大道	xin'tang'da'dao
沙村地铁站	sha'cun'di'tie'zhan
新塘三中	xin'tang'san'zhong
悦顺装饰材料城	yue'shun'zhuang'shi'cai'liao'cheng
新康花园	xin'kang'hua'yuan
华馨苑	hua'xin'yuan
水电二局医院	shui'dian'er'ju'yi'yuan
新塘广场	xin'tang'guang'chang
高地街	gao'di'jie
新塘公园	xin'tang'gong'yuan
东华村	dong'hua'cun
铁塔路	tie'ta'lu
东江首府东	dong'jiang'shou'fu'dong
新塘总站	xin'tang'zong'zhan
水西路南	shui'xi'lu'nan
萝岗行政执法综合楼	luo'gang'xing'zheng'zhi'fa'zong'he'lou
开创大道总站	kai'chuang'da'dao'zong'zhan
暹岗村口	xian'gang'cun'kou
育星路	yu'xing'lu
水西路中	shui'xi'lu'zhong
二中	er'zhong
沐陂东路	mu'bei'dong'lu
凌塘新村	ling'tang'xin'cun
康南路北	kang'nan'lu'bei
康南路	kang'nan'lu
长福路总站	zhang'fu'lu'zong'zhan
起云路总站	qi'yun'lu'zong'zhan
员村西街西	yuan'cun'xi'jie'xi
上涌果树公园	shang'yong'guo'shu'gong'yuan
新滘西路	xin'jiao'xi'lu
青年农场	qing'nian'nong'chang
广东白云学院	guang'dong'bai'yun'xue'yuan
登塘村口	deng'tang'cun'kou
新和	xin'he
湴湖	ban'hu
广东工贸职业技术学院	guang'dong'gong'mao'zhi'ye'ji'shu'xue'yuan
地铁马沥站	di'tie'ma'li'zhan
广东机电职业技术学院北门	guang'dong'ji'dian'zhi'ye'ji'shu'xue'yuan'bei'men
钟落潭高校园	zhong'luo'tan'gao'xiao'yuan
长腰岭	zhang'yao'ling
长腰岭	zhang'yao'ling
钟落潭路口	zhong'luo'tan'lu'kou
钟落潭	zhong'luo'tan
地铁钟落潭站	di'tie'zhong'luo'tan'zhan
五龙岗路口	wu'long'gang'lu'kou
安平村	an'ping'cun
竹料路口	zhu'liao'lu'kou
白沙村	bai'sha'cun
乌溪村	wu'xi'cun
大罗村	da'luo'cun
大罗村总站	da'luo'cun'zong'zhan
创新大道北	chuang'xin'da'dao'bei
南岭村总站	nan'ling'cun'zong'zhan
南岭村委	nan'ling'cun'wei
南岭桥头南街口	nan'ling'qiao'tou'nan'jie'kou
百稔庄	bai'ren'zhuang
南方村委	nan'fang'cun'wei
大麦庄	da'mai'zhuang
蚌湖桥南	bang'hu'qiao'nan
蚌湖桥北	bang'hu'qiao'bei
市七十二中学	shi'qi'shi'er'zhong'xue
镇湖村委	zhen'hu'cun'wei
蚌湖路	bang'hu'lu
蚌湖路口	bang'hu'lu'kou
蚌湖市场	bang'hu'shi'chang
建南村	jian'nan'cun
庙仔庄	miao'zi'zhuang
白象岭	bai'xiang'ling
江人路	jiang'ren'lu
环镇东路	huan'zhen'dong'lu
环镇西路	huan'zhen'xi'lu
地铁沙贝站	di'tie'sha'bei'zhan
建设大道口	jian'she'da'dao'kou
泌冲小学	mi'chong'xiao'xue
伯奇桥	bo'qi'qiao
泌二新村	mi'er'xin'cun
沙面横路	sha'mian'heng'lu
共和路口	gong'he'lu'kou
城际海北广场	cheng'ji'hai'bei'guang'chang
江高新楼村总站	jiang'gao'xin'lou'cun'zong'zhan
双岗村口	shuang'gang'cun'kou
水沥村	shui'li'cun
塘贝村	tang'bei'cun
新镇庄	xin'zhen'zhuang
江同东路	jiang'tong'dong'lu
江同路口	jiang'tong'lu'kou
学苑路	xue'yuan'lu
大田商业步行街	da'tian'shang'ye'bu'xing'jie
大田小学	da'tian'xiao'xue
大田村总站	da'tian'cun'zong'zhan
广东青年职业学院总站	guang'dong'qing'nian'zhi'ye'xue'yuan'zong'zhan
现龙街	xian'long'jie
障岗村	zhang'gang'cun
五龙岗	wu'long'gang
广陈路	guang'chen'lu
天成庄路	tian'cheng'zhuang'lu
良园一路口	liang'yuan'yi'lu'kou
良田南路	liang'tian'nan'lu
良田环村西路	liang'tian'huan'cun'xi'lu
良沙路	liang'sha'lu
金盆北路口	jin'pen'bei'lu'kou
金盆村骑马场	jin'pen'cun'qi'ma'chang
士官训练学校	shi'guan'xun'lian'xue'xiao
金盆金沙路口	jin'pen'jin'sha'lu'kou
白沙村总站	bai'sha'cun'zong'zhan
龙归竹木市场	long'gui'zhu'mu'shi'chang
龙兴西路	long'xing'xi'lu
东平村钟屋路口	dong'ping'cun'zhong'wu'lu'kou
地铁嘉禾望岗站	di'tie'jia'he'wang'gang'zhan
地铁嘉禾望岗站总站	di'tie'jia'he'wang'gang'zhan'zong'zhan
金沙洲码头	jin'sha'zhou'ma'tou
草场居委会	cao'chang'ju'wei'hui
啟明工业区	qi'ming'gong'ye'qu
蟹坑村	xie'keng'cun
草场村	cao'chang'cun
西华寺	xi'hua'si
西华村总站	xi'hua'cun'zong'zhan
汇才二街	hui'cai'er'jie
汇才二街口	hui'cai'er'jie'kou
谷诒路	gu'yi'lu
谷诒路口	gu'yi'lu'kou
汇才一街	hui'cai'yi'jie
涛乐街	tao'le'jie
彩滨北路	cai'bin'bei'lu
沙亭广兴路	sha'ting'guang'xing'lu
沙亭北路	sha'ting'bei'lu
沙亭岗村口	sha'ting'gang'cun'kou
石湖部队	shi'hu'bu'dui
广外总站	guang'wai'zong'zhan
广外南路口	guang'wai'nan'lu'kou
云城中二路	yun'cheng'zhong'er'lu
云城西路	yun'cheng'xi'lu
地铁萧岗站	di'tie'xiao'gang'zhan
广东外语外贸大学公开学院总站	guang'dong'wai'yu'wai'mao'da'xue'gong'kai'xue'yuan'zong'zhan
云城西路	yun'cheng'xi'lu
地铁飞翔公园站	di'tie'fei'xiang'gong'yuan'zhan
云城东路	yun'cheng'dong'lu
瑶华街口	yao'hua'jie'kou
走马岗路	zou'ma'gang'lu
梓元岗	zi'yuan'gang
岗头大街	gang'tou'da'jie
云城西路	yun'cheng'xi'lu
云城南四路	yun'cheng'nan'si'lu
航云北街	hang'yun'bei'jie
南云东街	nan'yun'dong'jie
棠安路	tang'an'lu
南社	nan'she
棠新路	tang'xin'lu
保利紫云	bao'li'zi'yun
南航新村	nan'hang'xin'cun
大埔村	da'bu'cun
水边街	shui'bian'jie
时代花园	shi'dai'hua'yuan
松云街口	song'yun'jie'kou
嘉禾长湴街总站	jia'he'zhang'ban'jie'zong'zhan
宋屋街	song'wu'jie
双和工业区二路	shuang'he'gong'ye'qu'er'lu
双和东街	shuang'he'dong'jie
双和大马路中	shuang'he'da'ma'lu'zhong
南岭工业区五横路口	nan'ling'gong'ye'qu'wu'heng'lu'kou
双和大马路西	shuang'he'da'ma'lu'xi
长红广场	chang'hong'guang'chang
长湴北街	zhang'ban'bei'jie
长湴街	zhang'ban'jie
均禾上村	jun'he'shang'cun
武警广州指挥学院正门	wu'jing'guang'zhou'zhi'hui'xue'yuan'zheng'men
广东警官学院	guang'dong'jing'guan'xue'yuan
文盛庄	wen'sheng'zhuang
广州市第八医院	guang'zhou'shi'di'ba'yi'yuan
双和三路	shuang'he'san'lu
石马总站	shi'ma'zong'zhan
桃红西街	tao'hong'xi'jie
黄石北路	huang'shi'bei'lu
云城东路南	yun'cheng'dong'lu'nan
地铁白云大道北站	di'tie'bai'yun'da'dao'bei'zhan
尖彭路东	jian'peng'lu'dong
省交警指挥中心	sheng'jiao'jing'zhi'hui'zhong'xin
彭边村东	peng'bian'cun'dong
彭边村西	peng'bian'cun'xi
尖彭路口	jian'peng'lu'kou
黄边北路总站	huang'bian'bei'lu'zong'zhan
黄边北路西	huang'bian'bei'lu'xi
黄边南街	huang'bian'nan'jie
地铁江夏站	di'tie'jiang'xia'zhan
时代玫瑰园	shi'dai'mei'gui'yuan
机场西路尖彭路口	ji'chang'xi'lu'jian'peng'lu'kou
康卫路	kang'wei'lu
新顺路北	xin'shun'lu'bei
新顺路南	xin'shun'lu'nan
白云大道北地铁站	bai'yun'da'dao'bei'di'tie'zhan
金穗路总站	jin'sui'lu'zong'zhan
龙溪村委总站	long'xi'cun'wei'zong'zhan
南边村	nan'bian'cun
新丽路	xin'li'lu
凤西二路	feng'xi'er'lu
荟贤路	hui'xian'lu
集安街	ji'an'jie
花都雅居乐汇通广场总站	hua'du'ya'ju'le'hui'tong'guang'chang'zong'zhan
秀雅学校	xiu'ya'xue'xiao
雅居乐锦城花园	ya'ju'le'jin'cheng'hua'yuan
三东大道西	san'dong'da'dao'xi
大运公司	da'yun'gong'si
大运公寓	da'yun'gong'yu
花都杨屋汽车站	hua'du'yang'wu'qi'che'zhan
车辆厂技校	che'liang'chang'ji'xiao
公安办证大厅	gong'an'ban'zheng'da'ting
豪景苑	hao'jing'yuan
梅花居委	mei'hua'ju'wei
人民公园南门	ren'min'gong'yuan'nan'men
花都区国税局	hua'du'qu'guo'shui'ju
骏壹万邦	jun'yi'wan'bang
骏威小学	jun'wei'xiao'xue
大运家园	da'yun'jia'yuan
雅居乐	ya'ju'le
马鞍山公园西门	ma'an'shan'gong'yuan'xi'men
田美新村	tian'mei'xin'cun
润龙里	run'long'li
莲塘南	lian'tang'nan
清布中学	qing'bu'zhong'xue
中恒商业广场	zhong'heng'shang'ye'guang'chang
合和新城	he'he'xin'cheng
清布	qing'bu
白鳝塘	bai'shan'tang
鹤龙五路口	he'long'wu'lu'kou
北太路西	bei'tai'lu'xi
北太路	bei'tai'lu
北太路中	bei'tai'lu'zhong
民营科技园门口	min'ying'ke'ji'yuan'men'kou
太营路口	tai'ying'lu'kou
广花五路路口	guang'hua'wu'lu'lu'kou
东镜路口	dong'jing'lu'kou
岑境村	cen'jing'cun
花都美居中心	hua'du'mei'ju'zhong'xin
三向村	san'xiang'cun
花城南路	hua'cheng'nan'lu
新湖大厦	xin'hu'da'sha
丽美酒店	li'mei'jiu'dian
新世纪广场东	xin'shi'ji'guang'chang'dong
东华庄	dong'hua'zhuang
五华直街	wu'hua'zhi'jie
星城	xing'cheng
广州北站	guang'zhou'bei'zhan
马房三街	ma'fang'san'jie
旧国光厂	jiu'guo'guang'chang
东雅图酒店	dong'ya'tu'jiu'dian
新雅街道办	xin'ya'jie'dao'ban
雅瑶医院	ya'yao'yi'yuan
雅瑶市场	ya'yao'shi'chang
新华街道办	xin'hua'jie'dao'ban
花都区卫生局	hua'du'qu'wei'sheng'ju
新华市场	xin'hua'shi'chang
金城大厦	jin'cheng'da'sha
布心	bu'xin
布心村	bu'xin'cun
新街小学	xin'jie'xiao'xue
花都钟村	hua'du'zhong'cun
万景峰西门	wan'jing'feng'xi'men
望岗村	wang'gang'cun
天马河公馆	tian'ma'he'gong'guan
万科天景花园	wan'ke'tian'jing'hua'yuan
荔红南路	li'hong'nan'lu
颐养院	yi'yang'yuan
荔红路总站	li'hong'lu'zong'zhan
江人路口	jiang'ren'lu'kou
蚌湖	bang'hu
新联村西	xin'lian'cun'xi
新联村	xin'lian'cun
新联村东	xin'lian'cun'dong
黄榜岭	huang'bang'ling
方华公路	fang'hua'gong'lu
大巷工业区	da'xiang'gong'ye'qu
方石村	fang'shi'cun
人和聚贤街	ren'he'ju'xian'jie
广塘	guang'tang
广岭	guang'ling
清布墟	qing'bu'xu
团结村	tuan'jie'cun
南洋庄	nan'yang'zhuang
龙口	long'kou
东湖安置区	dong'hu'an'zhi'qu
小布	xiao'bu
南门	nan'men
坪山②	ping'shan
花都一中	hua'du'yi'zhong
花都音像厂	hua'du'yin'xiang'chang
两龙市场	liang'long'shi'chang
南岭路	nan'ling'lu
两龙南街	liang'long'nan'jie
花都两龙总站	hua'du'liang'long'zong'zhan
毕村	bi'cun
城际花都站	cheng'ji'hua'du'zhan
广州北站	guang'zhou'bei'zhan
天马河	tian'ma'he
古楼村	gu'lou'cun
金湖大酒店	jin'hu'da'jiu'dian
花都区实验中学	hua'du'qu'shi'yan'zhong'xue
横潭路口	heng'tan'lu'kou
横潭牌坊	heng'tan'pai'fang
红珠路口	hong'zhu'lu'kou
培新中学	pei'xin'zhong'xue
花都湖总站	hua'du'hu'zong'zhan
秀全公园	xiu'quan'gong'yuan
花都区人民医院	hua'du'qu'ren'min'yi'yuan
人和总站	ren'he'zong'zhan
云峰花园	yun'feng'hua'yuan
国光厂	guo'guang'chang
国光厂宿舍	guo'guang'chang'su'she
东莞庄	dong'guan'zhuang
永利路口	yong'li'lu'kou
朗悦君廷	lang'yue'jun'ting
财富工业园	cai'fu'gong'ye'yuan
邦一工业园	bang'yi'gong'ye'yuan
石塘卫生站	shi'tang'wei'sheng'zhan
石塘水泥厂	shi'tang'shui'ni'chang
中心社	zhong'xin'she
东镜市场	dong'jing'shi'chang
东镜	dong'jing
花都富力金港城总站	hua'du'fu'li'jin'gang'cheng'zong'zhan
先科一路	xian'ke'yi'lu
机械城	ji'xie'cheng
维翔公司	wei'xiang'gong'si
金谷南路	jin'gu'nan'lu
大塘中学	da'tang'zhong'xue
金田工业区	jin'tian'gong'ye'qu
七星路口	qi'xing'lu'kou
